Model,DPO4034
Firmware Version,2.1

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0002,
Sample Interval,2e-07,
Record Length,10000,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Label,,
TIME,CH1,CH2
-5.482e-04,4.84063,5.02313
-5.480e-04,4.82188,5.01063
-5.478e-04,4.83062,5.02406
-5.476e-04,4.83688,5.02813
-5.474e-04,4.82656,5.01531
-5.472e-04,4.83344,5.01938
-5.470e-04,4.8325,5.01969
-5.468e-04,4.83656,5.01938
-5.466e-04,4.8275,5.02406
-5.464e-04,4.84469,5.015
-5.462e-04,4.8275,5.03313
-5.460e-04,4.82188,5.02094
-5.458e-04,4.82625,5.02375
-5.456e-04,4.82906,5.01781
-5.454e-04,4.82781,5.02562
-5.452e-04,4.83125,5.03594
-5.450e-04,4.82062,5.025
-5.448e-04,4.82969,5.02625
-5.446e-04,4.83625,5.03031
-5.444e-04,4.83,5.02094
-5.442e-04,4.82656,5.0275
-5.440e-04,4.82687,5.02719
-5.438e-04,4.83656,4.96312
-5.436e-04,4.83625,5.10281
-5.434e-04,4.83219,5.02219
-5.432e-04,4.82812,5.03531
-5.430e-04,4.83781,5.025
-5.428e-04,4.83344,5.02438
-5.426e-04,4.83188,5.03938
-5.424e-04,4.83344,5.01719
-5.422e-04,4.83844,5.02625
-5.420e-04,4.82281,5.02188
-5.418e-04,4.82875,5.01781
-5.416e-04,4.82437,5.02313
-5.414e-04,4.83469,5.03406
-5.412e-04,4.84187,5.08
-5.410e-04,4.81438,4.95188
-5.408e-04,4.83531,5.04563
-5.406e-04,4.83844,5.01406
-5.404e-04,4.82875,5.02969
-5.402e-04,4.84406,5.0175
-5.400e-04,4.83812,5.02719
-5.398e-04,4.8325,5.02562
-5.396e-04,4.83844,5.03656
-5.394e-04,4.82875,5.02594
-5.392e-04,4.82594,5.01219
-5.390e-04,4.82812,5.02156
-5.388e-04,4.82906,5.01938
-5.386e-04,4.82313,5.02188
-5.384e-04,4.825,5.03313
-5.382e-04,4.83344,5.02406
-5.380e-04,4.81844,5.025
-5.378e-04,4.82938,5.02125
-5.376e-04,4.83875,5.03219
-5.374e-04,4.82687,5.03594
-5.372e-04,4.83437,5.02906
-5.370e-04,4.835,5.02313
-5.368e-04,4.82437,5.03469
-5.366e-04,4.82781,5.02031
-5.364e-04,4.83,5.03563
-5.362e-04,4.8275,5.03188
-5.360e-04,4.82563,5.04
-5.358e-04,4.82375,5.02125
-5.356e-04,4.82125,5.01844
-5.354e-04,4.82406,5.02594
-5.352e-04,4.83781,5.01875
-5.350e-04,4.83563,5.02813
-5.348e-04,4.8225,5.02375
-5.346e-04,4.82812,4.96656
-5.344e-04,4.82781,5.08406
-5.342e-04,4.83375,5.02
-5.340e-04,4.83469,5.02469
-5.338e-04,4.82875,5.02156
-5.336e-04,4.83312,5.03156
-5.334e-04,4.83812,5.03406
-5.332e-04,4.83469,5.03188
-5.330e-04,4.83531,5.02469
-5.328e-04,4.82875,5.02562
-5.326e-04,4.83594,5.02531
-5.324e-04,4.82844,5.02219
-5.322e-04,4.83719,5.03094
-5.320e-04,4.84344,5.10781
-5.318e-04,4.82781,4.91438
-5.316e-04,4.835,5.07375
-5.314e-04,4.82406,5.00531
-5.312e-04,4.82594,5.025
-5.310e-04,4.82844,5.02531
-5.308e-04,4.8325,5.03031
-5.306e-04,4.83281,5.02875
-5.304e-04,4.82563,5.02375
-5.302e-04,4.82625,5.03344
-5.300e-04,4.84031,5.03531
-5.298e-04,4.8275,5.01813
-5.296e-04,4.83031,5.03719
-5.294e-04,4.83437,5.03844
-5.292e-04,4.81844,5.04219
-5.290e-04,4.83031,5.03719
-5.288e-04,4.84563,5.02594
-5.286e-04,4.8325,5.03344
-5.284e-04,4.84,5.02531
-5.282e-04,4.83188,5.03813
-5.280e-04,4.82375,5.0325
-5.278e-04,4.825,5.04
-5.276e-04,4.82531,5.02313
-5.274e-04,4.82844,5.02344
-5.272e-04,4.82844,5.025
-5.270e-04,4.81781,5.01938
-5.268e-04,4.82375,5.03531
-5.266e-04,4.83312,5.02844
-5.264e-04,4.81875,5.02469
-5.262e-04,4.83188,5.02688
-5.260e-04,4.82938,5.02438
-5.258e-04,4.83062,5.03094
-5.256e-04,4.83719,4.98813
-5.254e-04,4.8275,5.07469
-5.252e-04,4.8375,5.03594
-5.250e-04,4.82563,5.02594
-5.248e-04,4.8275,5.03656
-5.246e-04,4.835,5.03719
-5.244e-04,4.84094,5.03781
-5.242e-04,4.82687,5.0325
-5.240e-04,4.83188,5.03
-5.238e-04,4.835,5.02781
-5.236e-04,4.83625,5.02469
-5.234e-04,4.82125,5.0425
-5.232e-04,4.83469,5.03813
-5.230e-04,4.82812,5.10656
-5.228e-04,4.81969,4.93969
-5.226e-04,4.82,5.07812
-5.224e-04,4.82375,5.01031
-5.222e-04,4.82125,5.04594
-5.220e-04,4.82812,5.02781
-5.218e-04,4.82313,5.02688
-5.216e-04,4.8325,5.02375
-5.214e-04,4.83156,5.02813
-5.212e-04,4.83312,5.02875
-5.210e-04,4.8325,5.02875
-5.208e-04,4.82219,5.02438
-5.206e-04,4.83531,5.03531
-5.204e-04,4.82188,5.02562
-5.202e-04,4.83062,5.0275
-5.200e-04,4.82094,5.02594
-5.198e-04,4.82219,5.01562
-5.196e-04,4.8275,5.02781
-5.194e-04,4.83125,5.02156
-5.192e-04,4.82687,5.03656
-5.190e-04,4.84656,5.02063
-5.188e-04,4.83125,5.0275
-5.186e-04,4.83563,5.02375
-5.184e-04,4.82437,5.02531
-5.182e-04,4.82656,5.02813
-5.180e-04,4.83,5.03094
-5.178e-04,4.81062,5.02281
-5.176e-04,4.83,5.03063
-5.174e-04,4.83375,5.03313
-5.172e-04,4.82125,5.02125
-5.170e-04,4.82531,5.03625
-5.168e-04,4.82281,5.03781
-5.166e-04,4.82062,4.99656
-5.164e-04,4.82219,5.03719
-5.162e-04,4.83531,5.04938
-5.160e-04,4.835,5.0225
-5.158e-04,4.82875,5.01906
-5.156e-04,4.83688,5.0325
-5.154e-04,4.83094,5.02125
-5.152e-04,4.82687,5.02594
-5.150e-04,4.82594,5.02313
-5.148e-04,4.82219,5.03
-5.146e-04,4.83688,5.02281
-5.144e-04,4.83031,5.03
-5.142e-04,4.83156,5.02438
-5.140e-04,4.84281,5.10688
-5.138e-04,4.825,4.92625
-5.136e-04,4.82375,5.04625
-5.134e-04,4.8275,5.02
-5.132e-04,4.82594,5.03094
-5.130e-04,4.82594,5.035
-5.128e-04,4.82531,5.02781
-5.126e-04,4.82375,5.02094
-5.124e-04,4.82844,5.025
-5.122e-04,4.82281,5.02469
-5.120e-04,4.8325,5.02531
-5.118e-04,4.83906,5.02844
-5.116e-04,4.83312,5.03406
-5.114e-04,4.83594,5.02813
-5.112e-04,4.84219,5.02313
-5.110e-04,4.83906,5.03344
-5.108e-04,4.82812,5.03875
-5.106e-04,4.83688,5.0325
-5.104e-04,4.82969,5.03156
-5.102e-04,4.83188,5.03188
-5.100e-04,4.83125,5.02813
-5.098e-04,4.81844,5.01969
-5.096e-04,4.82719,5.03469
-5.094e-04,4.83188,5.03313
-5.092e-04,4.83219,5.03063
-5.090e-04,4.82531,5.02438
-5.088e-04,4.82938,5.02781
-5.086e-04,4.83031,5.04312
-5.084e-04,4.84063,5.02594
-5.082e-04,4.81813,5.03438
-5.080e-04,4.83344,5.015
-5.078e-04,4.835,5.04594
-5.076e-04,4.82938,5.02844
-5.074e-04,4.82938,5.02344
